Total_Population,NAME,state,county,tract
3928,Census Tract 4106.01; Harris County; Texas,48,201,410601
2508,Census Tract 4106.02; Harris County; Texas,48,201,410602
2451,Census Tract 4107.03; Harris County; Texas,48,201,410703
1869,Census Tract 4107.04; Harris County; Texas,48,201,410704
1103,Census Tract 4107.05; Harris County; Texas,48,201,410705
1703,Census Tract 4107.06; Harris County; Texas,48,201,410706
2305,Census Tract 4108.01; Harris County; Texas,48,201,410801
1466,Census Tract 4108.02; Harris County; Texas,48,201,410802
3238,Census Tract 4109; Harris County; Texas,48,201,410900
2215,Census Tract 4110.01; Harris County; Texas,48,201,411001
1983,Census Tract 4110.02; Harris County; Texas,48,201,411002
1694,Census Tract 4110.03; Harris County; Texas,48,201,411003
3669,Census Tract 4111; Harris County; Texas,48,201,411100
1662,Census Tract 4112; Harris County; Texas,48,201,411200
2097,Census Tract 4113.01; Harris County; Texas,48,201,411301
2426,Census Tract 4113.02; Harris County; Texas,48,201,411302
2719,Census Tract 4114; Harris County; Texas,48,201,411400
3235,Census Tract 4115.03; Harris County; Texas,48,201,411503
2178,Census Tract 4115.04; Harris County; Texas,48,201,411504
3152,Census Tract 4115.05; Harris County; Texas,48,201,411505
2837,Census Tract 4115.06; Harris County; Texas,48,201,411506
2068,Census Tract 4115.07; Harris County; Texas,48,201,411507
2758,Census Tract 4116; Harris County; Texas,48,201,411600
3150,Census Tract 4117; Harris County; Texas,48,201,411700
3686,Census Tract 4118.01; Harris County; Texas,48,201,411801
2161,Census Tract 4118.02; Harris County; Texas,48,201,411802
1978,Census Tract 4119.01; Harris County; Texas,48,201,411901
2035,Census Tract 4119.02; Harris County; Texas,48,201,411902
3918,Census Tract 4120; Harris County; Texas,48,201,412000
2247,Census Tract 4122.01; Harris County; Texas,48,201,412201
3768,Census Tract 4122.02; Harris County; Texas,48,201,412202
6919,Census Tract 4123; Harris County; Texas,48,201,412300
4481,Census Tract 4124; Harris County; Texas,48,201,412400
1535,Census Tract 4125; Harris County; Texas,48,201,412500
3657,Census Tract 4126; Harris County; Texas,48,201,412600
3178,Census Tract 4127; Harris County; Texas,48,201,412700
5147,Census Tract 4128; Harris County; Texas,48,201,412800
1914,Census Tract 4129.01; Harris County; Texas,48,201,412901
2671,Census Tract 4129.02; Harris County; Texas,48,201,412902
3457,Census Tract 4130; Harris County; Texas,48,201,413000
3099,Census Tract 4131; Harris County; Texas,48,201,413100
2017,Census Tract 4132.03; Harris County; Texas,48,201,413203
964,Census Tract 4132.04; Harris County; Texas,48,201,413204
1566,Census Tract 4132.05; Harris County; Texas,48,201,413205
2521,Census Tract 4132.06; Harris County; Texas,48,201,413206
5057,Census Tract 4133.01; Harris County; Texas,48,201,413301
3717,Census Tract 4133.02; Harris County; Texas,48,201,413302
2776,Census Tract 4201; Harris County; Texas,48,201,420100
2424,Census Tract 4202; Harris County; Texas,48,201,420200
3490,Census Tract 4203; Harris County; Texas,48,201,420300
3187,Census Tract 4204; Harris County; Texas,48,201,420400
3529,Census Tract 4205; Harris County; Texas,48,201,420500
2409,Census Tract 4206; Harris County; Texas,48,201,420600
2488,Census Tract 4207; Harris County; Texas,48,201,420700
2515,Census Tract 4208; Harris County; Texas,48,201,420800
6147,Census Tract 4209; Harris County; Texas,48,201,420900
2761,Census Tract 4210; Harris County; Texas,48,201,421000
2644,Census Tract 4211.01; Harris County; Texas,48,201,421101
1511,Census Tract 4211.03; Harris County; Texas,48,201,421103
4088,Census Tract 4211.04; Harris County; Texas,48,201,421104
2451,Census Tract 4212.03; Harris County; Texas,48,201,421203
3857,Census Tract 4212.04; Harris County; Texas,48,201,421204
2877,Census Tract 4212.05; Harris County; Texas,48,201,421205
2306,Census Tract 4212.06; Harris County; Texas,48,201,421206
3245,Census Tract 4213.01; Harris County; Texas,48,201,421301
5915,Census Tract 4213.02; Harris County; Texas,48,201,421302
3895,Census Tract 4214.01; Harris County; Texas,48,201,421401
3864,Census Tract 4214.02; Harris County; Texas,48,201,421402
4793,Census Tract 4214.03; Harris County; Texas,48,201,421403
4570,Census Tract 4215.01; Harris County; Texas,48,201,421501
2806,Census Tract 4215.02; Harris County; Texas,48,201,421502
2995,Census Tract 4216.01; Harris County; Texas,48,201,421601
3350,Census Tract 4216.02; Harris County; Texas,48,201,421602
4873,Census Tract 4217; Harris County; Texas,48,201,421700
1907,Census Tract 4218.01; Harris County; Texas,48,201,421801
2063,Census Tract 4218.02; Harris County; Texas,48,201,421802
2833,Census Tract 4219; Harris County; Texas,48,201,421900
2235,Census Tract 4220; Harris County; Texas,48,201,422000
5443,Census Tract 4221; Harris County; Texas,48,201,422100
5732,Census Tract 4222; Harris County; Texas,48,201,422200
1936,Census Tract 4223.02; Harris County; Texas,48,201,422302
2651,Census Tract 4223.03; Harris County; Texas,48,201,422303
3813,Census Tract 4223.04; Harris County; Texas,48,201,422304
2599,Census Tract 4224.03; Harris County; Texas,48,201,422403
2494,Census Tract 4224.04; Harris County; Texas,48,201,422404
1647,Census Tract 4224.05; Harris County; Texas,48,201,422405
2752,Census Tract 4224.06; Harris County; Texas,48,201,422406
3333,Census Tract 4225.01; Harris County; Texas,48,201,422501
3487,Census Tract 4225.02; Harris County; Texas,48,201,422502
3533,Census Tract 4226.01; Harris County; Texas,48,201,422601
2317,Census Tract 4226.02; Harris County; Texas,48,201,422602
5120,Census Tract 4227.01; Harris County; Texas,48,201,422701
3088,Census Tract 4227.02; Harris County; Texas,48,201,422702
5360,Census Tract 4228; Harris County; Texas,48,201,422800
3256,Census Tract 4229; Harris County; Texas,48,201,422900
3253,Census Tract 4230.01; Harris County; Texas,48,201,423001
2854,Census Tract 4230.02; Harris County; Texas,48,201,423002
2705,Census Tract 4231; Harris County; Texas,48,201,423100
2957,Census Tract 4232.01; Harris County; Texas,48,201,423201
2145,Census Tract 4232.03; Harris County; Texas,48,201,423203
4402,Census Tract 4232.04; Harris County; Texas,48,201,423204
4738,Census Tract 4233.01; Harris County; Texas,48,201,423301
1330,Census Tract 4233.03; Harris County; Texas,48,201,423303
3557,Census Tract 4233.04; Harris County; Texas,48,201,423304
5196,Census Tract 4234.01; Harris County; Texas,48,201,423401
4587,Census Tract 4234.02; Harris County; Texas,48,201,423402
2163,Census Tract 4235; Harris County; Texas,48,201,423500
6950,Census Tract 4236; Harris County; Texas,48,201,423600
3214,Census Tract 4301.01; Harris County; Texas,48,201,430101
2512,Census Tract 4301.02; Harris County; Texas,48,201,430102
1475,Census Tract 4302; Harris County; Texas,48,201,430200
4383,Census Tract 4303; Harris County; Texas,48,201,430300
3114,Census Tract 4304; Harris County; Texas,48,201,430400
2320,Census Tract 4305; Harris County; Texas,48,201,430500
3834,Census Tract 4306; Harris County; Texas,48,201,430600
3919,Census Tract 4307; Harris County; Texas,48,201,430700
6552,Census Tract 4308; Harris County; Texas,48,201,430800
5264,Census Tract 4309; Harris County; Texas,48,201,430900
2291,Census Tract 4310.01; Harris County; Texas,48,201,431001
3046,Census Tract 4310.02; Harris County; Texas,48,201,431002
4952,Census Tract 4311.01; Harris County; Texas,48,201,431101
4309,Census Tract 4311.02; Harris County; Texas,48,201,431102
2387,Census Tract 4312.03; Harris County; Texas,48,201,431203
2853,Census Tract 4312.04; Harris County; Texas,48,201,431204
2617,Census Tract 4312.05; Harris County; Texas,48,201,431205
1862,Census Tract 4312.06; Harris County; Texas,48,201,431206
4834,Census Tract 4313.02; Harris County; Texas,48,201,431302
1274,Census Tract 4313.03; Harris County; Texas,48,201,431303
3247,Census Tract 4313.04; Harris County; Texas,48,201,431304
2437,Census Tract 4314.01; Harris County; Texas,48,201,431401
1840,Census Tract 4314.03; Harris County; Texas,48,201,431403
2146,Census Tract 4314.04; Harris County; Texas,48,201,431404
2340,Census Tract 4315.03; Harris County; Texas,48,201,431503
2372,Census Tract 4315.04; Harris County; Texas,48,201,431504
1316,Census Tract 4315.05; Harris County; Texas,48,201,431505
2738,Census Tract 4315.06; Harris County; Texas,48,201,431506
3324,Census Tract 4316; Harris County; Texas,48,201,431600
1895,Census Tract 4317.01; Harris County; Texas,48,201,431701
2669,Census Tract 4317.02; Harris County; Texas,48,201,431702
3465,Census Tract 4318.01; Harris County; Texas,48,201,431801
2298,Census Tract 4318.03; Harris County; Texas,48,201,431803
2011,Census Tract 4318.04; Harris County; Texas,48,201,431804
2526,Census Tract 4319.01; Harris County; Texas,48,201,431901
2810,Census Tract 4319.02; Harris County; Texas,48,201,431902
1712,Census Tract 4320.03; Harris County; Texas,48,201,432003
2128,Census Tract 4320.04; Harris County; Texas,48,201,432004
3549,Census Tract 4320.05; Harris County; Texas,48,201,432005
2079,Census Tract 4320.06; Harris County; Texas,48,201,432006
2951,Census Tract 4321.01; Harris County; Texas,48,201,432101
4243,Census Tract 4321.02; Harris County; Texas,48,201,432102
3600,Census Tract 4322; Harris County; Texas,48,201,432200
3614,Census Tract 4323.01; Harris County; Texas,48,201,432301
1948,Census Tract 4323.02; Harris County; Texas,48,201,432302
2268,Census Tract 4323.03; Harris County; Texas,48,201,432303
4411,Census Tract 4324.01; Harris County; Texas,48,201,432401
2821,Census Tract 4324.02; Harris County; Texas,48,201,432402
3200,Census Tract 4325.01; Harris County; Texas,48,201,432501
1660,Census Tract 4325.02; Harris County; Texas,48,201,432502
2062,Census Tract 4326; Harris County; Texas,48,201,432600
1989,Census Tract 4327.03; Harris County; Texas,48,201,432703
1711,Census Tract 4327.04; Harris County; Texas,48,201,432704
5562,Census Tract 4327.05; Harris County; Texas,48,201,432705
1596,Census Tract 4327.06; Harris County; Texas,48,201,432706
2743,Census Tract 4328.03; Harris County; Texas,48,201,432803
1873,Census Tract 4328.04; Harris County; Texas,48,201,432804
2402,Census Tract 4328.05; Harris County; Texas,48,201,432805
4827,Census Tract 4328.06; Harris County; Texas,48,201,432806
3578,Census Tract 4329.01; Harris County; Texas,48,201,432901
1959,Census Tract 4329.03; Harris County; Texas,48,201,432903
3688,Census Tract 4329.04; Harris County; Texas,48,201,432904
5634,Census Tract 4330.03; Harris County; Texas,48,201,433003
2322,Census Tract 4330.04; Harris County; Texas,48,201,433004
2068,Census Tract 4330.05; Harris County; Texas,48,201,433005
2212,Census Tract 4330.06; Harris County; Texas,48,201,433006
1595,Census Tract 4330.07; Harris County; Texas,48,201,433007
3307,Census Tract 4331; Harris County; Texas,48,201,433100
4241,Census Tract 4332.01; Harris County; Texas,48,201,433201
3573,Census Tract 4332.02; Harris County; Texas,48,201,433202
4842,Census Tract 4333; Harris County; Texas,48,201,433300
4462,Census Tract 4334; Harris County; Texas,48,201,433400
2597,Census Tract 4335.03; Harris County; Texas,48,201,433503
3094,Census Tract 4335.04; Harris County; Texas,48,201,433504
2067,Census Tract 4335.05; Harris County; Texas,48,201,433505
2202,Census Tract 4335.06; Harris County; Texas,48,201,433506
2941,Census Tract 4335.07; Harris County; Texas,48,201,433507
2556,Census Tract 4336.01; Harris County; Texas,48,201,433601
4219,Census Tract 4336.02; Harris County; Texas,48,201,433602
2932,Census Tract 4401.01; Harris County; Texas,48,201,440101
4683,Census Tract 4401.02; Harris County; Texas,48,201,440102
2009,Census Tract 4501; Harris County; Texas,48,201,450100
5864,Census Tract 4502; Harris County; Texas,48,201,450200
2467,Census Tract 4503.01; Harris County; Texas,48,201,450301
5990,Census Tract 4503.02; Harris County; Texas,48,201,450302
1656,Census Tract 4504.01; Harris County; Texas,48,201,450401
2040,Census Tract 4504.02; Harris County; Texas,48,201,450402
2993,Census Tract 4505; Harris County; Texas,48,201,450500
4943,Census Tract 4506; Harris County; Texas,48,201,450600
6347,Census Tract 4507; Harris County; Texas,48,201,450700
1724,Census Tract 4508.01; Harris County; Texas,48,201,450801
5224,Census Tract 4508.03; Harris County; Texas,48,201,450803
1878,Census Tract 4508.04; Harris County; Texas,48,201,450804
3034,Census Tract 4509; Harris County; Texas,48,201,450900
4384,Census Tract 4510.03; Harris County; Texas,48,201,451003
2313,Census Tract 4510.04; Harris County; Texas,48,201,451004
2393,Census Tract 4510.05; Harris County; Texas,48,201,451005
2390,Census Tract 4510.06; Harris County; Texas,48,201,451006
4479,Census Tract 4511; Harris County; Texas,48,201,451100
2511,Census Tract 4512; Harris County; Texas,48,201,451200
4012,Census Tract 4513.01; Harris County; Texas,48,201,451301
3486,Census Tract 4513.02; Harris County; Texas,48,201,451302
3547,Census Tract 4514.01; Harris County; Texas,48,201,451401
4078,Census Tract 4514.04; Harris County; Texas,48,201,451404
2600,Census Tract 4514.05; Harris County; Texas,48,201,451405
2377,Census Tract 4514.06; Harris County; Texas,48,201,451406
1460,Census Tract 4514.07; Harris County; Texas,48,201,451407
3473,Census Tract 4515.01; Harris County; Texas,48,201,451501
2260,Census Tract 4515.02; Harris County; Texas,48,201,451502
3685,Census Tract 4516.03; Harris County; Texas,48,201,451603
3614,Census Tract 4516.04; Harris County; Texas,48,201,451604
3291,Census Tract 4516.05; Harris County; Texas,48,201,451605
6517,Census Tract 4516.06; Harris County; Texas,48,201,451606
4429,Census Tract 4517; Harris County; Texas,48,201,451700
5740,Census Tract 4518; Harris County; Texas,48,201,451800
2643,Census Tract 4519.02; Harris County; Texas,48,201,451902
3299,Census Tract 4519.03; Harris County; Texas,48,201,451903
3451,Census Tract 4519.04; Harris County; Texas,48,201,451904
4873,Census Tract 4520.01; Harris County; Texas,48,201,452001
3282,Census Tract 4520.02; Harris County; Texas,48,201,452002
6143,Census Tract 4521.01; Harris County; Texas,48,201,452101
2007,Census Tract 4521.02; Harris County; Texas,48,201,452102
1688,Census Tract 4521.03; Harris County; Texas,48,201,452103
3557,Census Tract 4522.02; Harris County; Texas,48,201,452202
3072,Census Tract 4522.03; Harris County; Texas,48,201,452203
2309,Census Tract 4522.04; Harris County; Texas,48,201,452204
2443,Census Tract 4523; Harris County; Texas,48,201,452300
3393,Census Tract 4524.01; Harris County; Texas,48,201,452401
3896,Census Tract 4524.02; Harris County; Texas,48,201,452402
2578,Census Tract 4525.01; Harris County; Texas,48,201,452501
4608,Census Tract 4525.02; Harris County; Texas,48,201,452502
5799,Census Tract 4526.01; Harris County; Texas,48,201,452601
3475,Census Tract 4526.02; Harris County; Texas,48,201,452602
4380,Census Tract 4527.01; Harris County; Texas,48,201,452701
4341,Census Tract 4527.02; Harris County; Texas,48,201,452702
3294,Census Tract 4527.03; Harris County; Texas,48,201,452703
5614,Census Tract 4528.01; Harris County; Texas,48,201,452801
6886,Census Tract 4528.02; Harris County; Texas,48,201,452802
4832,Census Tract 4529; Harris County; Texas,48,201,452900
3237,Census Tract 4530.01; Harris County; Texas,48,201,453001
5690,Census Tract 4530.02; Harris County; Texas,48,201,453002
4081,Census Tract 4531; Harris County; Texas,48,201,453100
4248,Census Tract 4532.01; Harris County; Texas,48,201,453201
4800,Census Tract 4532.02; Harris County; Texas,48,201,453202
4855,Census Tract 4533; Harris County; Texas,48,201,453300
2655,Census Tract 4534.01; Harris County; Texas,48,201,453401
4096,Census Tract 4534.03; Harris County; Texas,48,201,453403
3943,Census Tract 4534.04; Harris County; Texas,48,201,453404
3623,Census Tract 4534.05; Harris County; Texas,48,201,453405
6336,Census Tract 4535.01; Harris County; Texas,48,201,453501
3592,Census Tract 4535.02; Harris County; Texas,48,201,453502
1763,Census Tract 4536.01; Harris County; Texas,48,201,453601
3726,Census Tract 4536.03; Harris County; Texas,48,201,453603
4130,Census Tract 4536.04; Harris County; Texas,48,201,453604
4939,Census Tract 4537.01; Harris County; Texas,48,201,453701
4712,Census Tract 4537.02; Harris County; Texas,48,201,453702
3577,Census Tract 4538; Harris County; Texas,48,201,453800
5485,Census Tract 4539.01; Harris County; Texas,48,201,453901
3924,Census Tract 4539.02; Harris County; Texas,48,201,453902
4529,Census Tract 4540; Harris County; Texas,48,201,454000
3761,Census Tract 4541; Harris County; Texas,48,201,454100
4413,Census Tract 4542; Harris County; Texas,48,201,454200
6064,Census Tract 4543.02; Harris County; Texas,48,201,454302
3796,Census Tract 4543.03; Harris County; Texas,48,201,454303
5597,Census Tract 4543.04; Harris County; Texas,48,201,454304
3260,Census Tract 4543.05; Harris County; Texas,48,201,454305
1081,Census Tract 4544; Harris County; Texas,48,201,454400
2202,Census Tract 4545.02; Harris County; Texas,48,201,454502
2875,Census Tract 4545.03; Harris County; Texas,48,201,454503
5015,Census Tract 4545.04; Harris County; Texas,48,201,454504
2733,Census Tract 4545.05; Harris County; Texas,48,201,454505
5683,Census Tract 4546; Harris County; Texas,48,201,454600
6973,Census Tract 4547; Harris County; Texas,48,201,454700
4201,Census Tract 4548.01; Harris County; Texas,48,201,454801
4697,Census Tract 4548.02; Harris County; Texas,48,201,454802
2607,Census Tract 4549.01; Harris County; Texas,48,201,454901
8533,Census Tract 4549.02; Harris County; Texas,48,201,454902
3529,Census Tract 4550; Harris County; Texas,48,201,455000
2825,Census Tract 4551.02; Harris County; Texas,48,201,455102
4064,Census Tract 4551.03; Harris County; Texas,48,201,455103
3176,Census Tract 4551.04; Harris County; Texas,48,201,455104
4268,Census Tract 4552; Harris County; Texas,48,201,455200
14668,Census Tract 4553; Harris County; Texas,48,201,455300
2794,Census Tract 5101; Harris County; Texas,48,201,510100
2331,Census Tract 5102.01; Harris County; Texas,48,201,510201
5263,Census Tract 5102.02; Harris County; Texas,48,201,510202
3467,Census Tract 5103.01; Harris County; Texas,48,201,510301
3179,Census Tract 5103.02; Harris County; Texas,48,201,510302
3769,Census Tract 5104; Harris County; Texas,48,201,510400
4389,Census Tract 5105; Harris County; Texas,48,201,510500
3439,Census Tract 5106.01; Harris County; Texas,48,201,510601
4233,Census Tract 5106.02; Harris County; Texas,48,201,510602
2265,Census Tract 5107.01; Harris County; Texas,48,201,510701
2039,Census Tract 5107.02; Harris County; Texas,48,201,510702
4110,Census Tract 5108.01; Harris County; Texas,48,201,510801
2408,Census Tract 5108.02; Harris County; Texas,48,201,510802
2230,Census Tract 5108.03; Harris County; Texas,48,201,510803
5608,Census Tract 5109.01; Harris County; Texas,48,201,510901
4277,Census Tract 5109.02; Harris County; Texas,48,201,510902
3041,Census Tract 5110.01; Harris County; Texas,48,201,511001
2333,Census Tract 5110.03; Harris County; Texas,48,201,511003
1988,Census Tract 5110.04; Harris County; Texas,48,201,511004
4105,Census Tract 5111; Harris County; Texas,48,201,511100
2857,Census Tract 5112.01; Harris County; Texas,48,201,511201
3399,Census Tract 5112.02; Harris County; Texas,48,201,511202
4616,Census Tract 5113.01; Harris County; Texas,48,201,511301
4422,Census Tract 5113.02; Harris County; Texas,48,201,511302
2739,Census Tract 5114; Harris County; Texas,48,201,511400
3309,Census Tract 5115.01; Harris County; Texas,48,201,511501
5541,Census Tract 5115.02; Harris County; Texas,48,201,511502
3554,Census Tract 5116; Harris County; Texas,48,201,511600
2719,Census Tract 5201; Harris County; Texas,48,201,520100
3095,Census Tract 5202; Harris County; Texas,48,201,520200
2208,Census Tract 5203.01; Harris County; Texas,48,201,520301
2624,Census Tract 5203.02; Harris County; Texas,48,201,520302
3792,Census Tract 5204; Harris County; Texas,48,201,520400
3609,Census Tract 5205.01; Harris County; Texas,48,201,520501
4631,Census Tract 5205.02; Harris County; Texas,48,201,520502
2706,Census Tract 5206.01; Harris County; Texas,48,201,520601
1944,Census Tract 5206.03; Harris County; Texas,48,201,520603
3057,Census Tract 5206.04; Harris County; Texas,48,201,520604
4485,Census Tract 5207; Harris County; Texas,48,201,520700
2293,Census Tract 5210; Harris County; Texas,48,201,521000
2650,Census Tract 5211; Harris County; Texas,48,201,521100
1962,Census Tract 5212.01; Harris County; Texas,48,201,521201
3275,Census Tract 5212.02; Harris County; Texas,48,201,521202
6265,Census Tract 5213; Harris County; Texas,48,201,521300
4060,Census Tract 5214.01; Harris County; Texas,48,201,521401
3523,Census Tract 5214.02; Harris County; Texas,48,201,521402
2684,Census Tract 5215.01; Harris County; Texas,48,201,521501
2893,Census Tract 5215.02; Harris County; Texas,48,201,521502
3060,Census Tract 5216; Harris County; Texas,48,201,521600
5219,Census Tract 5217.01; Harris County; Texas,48,201,521701
2997,Census Tract 5217.02; Harris County; Texas,48,201,521702
4975,Census Tract 5218; Harris County; Texas,48,201,521800
6645,Census Tract 5219; Harris County; Texas,48,201,521900
1806,Census Tract 5220.01; Harris County; Texas,48,201,522001
2825,Census Tract 5220.02; Harris County; Texas,48,201,522002
3435,Census Tract 5221.01; Harris County; Texas,48,201,522101
4959,Census Tract 5221.02; Harris County; Texas,48,201,522102
4629,Census Tract 5222.01; Harris County; Texas,48,201,522201
4193,Census Tract 5222.02; Harris County; Texas,48,201,522202
4084,Census Tract 5223.01; Harris County; Texas,48,201,522301
3607,Census Tract 5223.02; Harris County; Texas,48,201,522302
5553,Census Tract 5224.01; Harris County; Texas,48,201,522401
3711,Census Tract 5224.02; Harris County; Texas,48,201,522402
5321,Census Tract 5225; Harris County; Texas,48,201,522500
3835,Census Tract 5301.01; Harris County; Texas,48,201,530101
3029,Census Tract 5301.02; Harris County; Texas,48,201,530102
3707,Census Tract 5302; Harris County; Texas,48,201,530200
2605,Census Tract 5303; Harris County; Texas,48,201,530300
3330,Census Tract 5304; Harris County; Texas,48,201,530400
1706,Census Tract 5305.01; Harris County; Texas,48,201,530501
2412,Census Tract 5305.02; Harris County; Texas,48,201,530502
2812,Census Tract 5306; Harris County; Texas,48,201,530600
1466,Census Tract 5307.01; Harris County; Texas,48,201,530701
3778,Census Tract 5307.02; Harris County; Texas,48,201,530702
4133,Census Tract 5308; Harris County; Texas,48,201,530800
4464,Census Tract 5309; Harris County; Texas,48,201,530900
4672,Census Tract 5310; Harris County; Texas,48,201,531000
3507,Census Tract 5311; Harris County; Texas,48,201,531100
3375,Census Tract 5312; Harris County; Texas,48,201,531200
5233,Census Tract 5313; Harris County; Texas,48,201,531300
2113,Census Tract 5314; Harris County; Texas,48,201,531400
2638,Census Tract 5315; Harris County; Texas,48,201,531500
2639,Census Tract 5316; Harris County; Texas,48,201,531600
3934,Census Tract 5317; Harris County; Texas,48,201,531700
3122,Census Tract 5318; Harris County; Texas,48,201,531800
5624,Census Tract 5319; Harris County; Texas,48,201,531900
4460,Census Tract 5320.03; Harris County; Texas,48,201,532003
4803,Census Tract 5320.04; Harris County; Texas,48,201,532004
4283,Census Tract 5321.01; Harris County; Texas,48,201,532101
3331,Census Tract 5321.02; Harris County; Texas,48,201,532102
3794,Census Tract 5322; Harris County; Texas,48,201,532200
4674,Census Tract 5323.01; Harris County; Texas,48,201,532301
3735,Census Tract 5323.02; Harris County; Texas,48,201,532302
6207,Census Tract 5324; Harris County; Texas,48,201,532400
5540,Census Tract 5325.02; Harris County; Texas,48,201,532502
5734,Census Tract 5325.03; Harris County; Texas,48,201,532503
4335,Census Tract 5325.04; Harris County; Texas,48,201,532504
7030,Census Tract 5326; Harris County; Texas,48,201,532600
5685,Census Tract 5327; Harris County; Texas,48,201,532700
2120,Census Tract 5328; Harris County; Texas,48,201,532800
4722,Census Tract 5329; Harris County; Texas,48,201,532900
2450,Census Tract 5330; Harris County; Texas,48,201,533000
6308,Census Tract 5331; Harris County; Texas,48,201,533100
4498,Census Tract 5332; Harris County; Texas,48,201,533200
2922,Census Tract 5333.01; Harris County; Texas,48,201,533301
3657,Census Tract 5333.02; Harris County; Texas,48,201,533302
4774,Census Tract 5334.01; Harris County; Texas,48,201,533401
5535,Census Tract 5334.02; Harris County; Texas,48,201,533402
4206,Census Tract 5335; Harris County; Texas,48,201,533500
5179,Census Tract 5336; Harris County; Texas,48,201,533600
6682,Census Tract 5337.01; Harris County; Texas,48,201,533701
3488,Census Tract 5337.02; Harris County; Texas,48,201,533702
7944,Census Tract 5338.02; Harris County; Texas,48,201,533802
6602,Census Tract 5338.03; Harris County; Texas,48,201,533803
6649,Census Tract 5338.04; Harris County; Texas,48,201,533804
5161,Census Tract 5339.02; Harris County; Texas,48,201,533902
4375,Census Tract 5339.03; Harris County; Texas,48,201,533903
4488,Census Tract 5339.04; Harris County; Texas,48,201,533904
3465,Census Tract 5340.01; Harris County; Texas,48,201,534001
5268,Census Tract 5340.02; Harris County; Texas,48,201,534002
2421,Census Tract 5340.03; Harris County; Texas,48,201,534003
2911,Census Tract 5341.01; Harris County; Texas,48,201,534101
4390,Census Tract 5341.02; Harris County; Texas,48,201,534102
3465,Census Tract 5342.01; Harris County; Texas,48,201,534201
2271,Census Tract 5342.03; Harris County; Texas,48,201,534203
4246,Census Tract 5342.04; Harris County; Texas,48,201,534204
4140,Census Tract 5342.05; Harris County; Texas,48,201,534205
6140,Census Tract 5401.01; Harris County; Texas,48,201,540101
5985,Census Tract 5401.02; Harris County; Texas,48,201,540102
1893,Census Tract 5402; Harris County; Texas,48,201,540200
4682,Census Tract 5405.02; Harris County; Texas,48,201,540502
4160,Census Tract 5405.03; Harris County; Texas,48,201,540503
3240,Census Tract 5405.04; Harris County; Texas,48,201,540504
4042,Census Tract 5406.01; Harris County; Texas,48,201,540601
7731,Census Tract 5406.02; Harris County; Texas,48,201,540602
5145,Census Tract 5407; Harris County; Texas,48,201,540700
6461,Census Tract 5408; Harris County; Texas,48,201,540800
2962,Census Tract 5409.01; Harris County; Texas,48,201,540901
3780,Census Tract 5409.03; Harris County; Texas,48,201,540903
4790,Census Tract 5409.04; Harris County; Texas,48,201,540904
5456,Census Tract 5410.04; Harris County; Texas,48,201,541004
4405,Census Tract 5410.05; Harris County; Texas,48,201,541005
7014,Census Tract 5410.06; Harris County; Texas,48,201,541006
6825,Census Tract 5410.07; Harris County; Texas,48,201,541007
2579,Census Tract 5410.08; Harris County; Texas,48,201,541008
4603,Census Tract 5410.09; Harris County; Texas,48,201,541009
7920,Census Tract 5411; Harris County; Texas,48,201,541100
2460,Census Tract 5412.03; Harris County; Texas,48,201,541203
5805,Census Tract 5412.04; Harris County; Texas,48,201,541204
3506,Census Tract 5412.05; Harris County; Texas,48,201,541205
4879,Census Tract 5412.06; Harris County; Texas,48,201,541206
4288,Census Tract 5412.07; Harris County; Texas,48,201,541207
5567,Census Tract 5413.01; Harris County; Texas,48,201,541301
7836,Census Tract 5413.02; Harris County; Texas,48,201,541302
4604,Census Tract 5414.01; Harris County; Texas,48,201,541401
2821,Census Tract 5414.02; Harris County; Texas,48,201,541402
3247,Census Tract 5414.03; Harris County; Texas,48,201,541403
3033,Census Tract 5414.04; Harris County; Texas,48,201,541404
5744,Census Tract 5415; Harris County; Texas,48,201,541500
7808,Census Tract 5416.03; Harris County; Texas,48,201,541603
9967,Census Tract 5416.04; Harris County; Texas,48,201,541604
6652,Census Tract 5417.01; Harris County; Texas,48,201,541701
2556,Census Tract 5417.02; Harris County; Texas,48,201,541702
3016,Census Tract 5417.03; Harris County; Texas,48,201,541703
3301,Census Tract 5418.01; Harris County; Texas,48,201,541801
3818,Census Tract 5418.02; Harris County; Texas,48,201,541802
2892,Census Tract 5419.01; Harris County; Texas,48,201,541901
4567,Census Tract 5419.02; Harris County; Texas,48,201,541902
4528,Census Tract 5420.01; Harris County; Texas,48,201,542001
2241,Census Tract 5420.02; Harris County; Texas,48,201,542002
3779,Census Tract 5420.03; Harris County; Texas,48,201,542003
3328,Census Tract 5420.04; Harris County; Texas,48,201,542004
9086,Census Tract 5421.03; Harris County; Texas,48,201,542103
8007,Census Tract 5421.04; Harris County; Texas,48,201,542104
8418,Census Tract 5421.05; Harris County; Texas,48,201,542105
8350,Census Tract 5421.06; Harris County; Texas,48,201,542106
3729,Census Tract 5421.07; Harris County; Texas,48,201,542107
5064,Census Tract 5421.08; Harris County; Texas,48,201,542108
7237,Census Tract 5422.01; Harris County; Texas,48,201,542201
8625,Census Tract 5422.02; Harris County; Texas,48,201,542202
10790,Census Tract 5422.03; Harris County; Texas,48,201,542203
7531,Census Tract 5423.02; Harris County; Texas,48,201,542302
3236,Census Tract 5423.03; Harris County; Texas,48,201,542303
