median_income,NAME,state,county,tract,GEOID
75765,Census Tract 2412.02; Harris County; Texas,48,201,241202,48201241202
120833,Census Tract 2413.01; Harris County; Texas,48,201,241301,48201241301
107137,Census Tract 2413.02; Harris County; Texas,48,201,241302,48201241302
93777,Census Tract 2414; Harris County; Texas,48,201,241400,48201241400
41771,Census Tract 2415.01; Harris County; Texas,48,201,241501,48201241501
29821,Census Tract 2415.02; Harris County; Texas,48,201,241502,48201241502
51076,Census Tract 2415.03; Harris County; Texas,48,201,241503,48201241503
66559,Census Tract 2501.01; Harris County; Texas,48,201,250101,48201250101
87426,Census Tract 2501.02; Harris County; Texas,48,201,250102,48201250102
60470,Census Tract 2502.01; Harris County; Texas,48,201,250201,48201250201
73611,Census Tract 2502.02; Harris County; Texas,48,201,250202,48201250202
130842,Census Tract 2503.03; Harris County; Texas,48,201,250303,48201250303
92729,Census Tract 2503.04; Harris County; Texas,48,201,250304,48201250304
90000,Census Tract 2503.05; Harris County; Texas,48,201,250305,48201250305
76917,Census Tract 2503.06; Harris County; Texas,48,201,250306,48201250306
62193,Census Tract 2504.03; Harris County; Texas,48,201,250403,48201250403
128750,Census Tract 2504.04; Harris County; Texas,48,201,250404,48201250404
115744,Census Tract 2504.05; Harris County; Texas,48,201,250405,48201250405
123076,Census Tract 2504.06; Harris County; Texas,48,201,250406,48201250406
181851,Census Tract 2504.07; Harris County; Texas,48,201,250407,48201250407
107831,Census Tract 2504.08; Harris County; Texas,48,201,250408,48201250408
78529,Census Tract 2505; Harris County; Texas,48,201,250500,48201250500
46524,Census Tract 2506.01; Harris County; Texas,48,201,250601,48201250601
42738,Census Tract 2506.02; Harris County; Texas,48,201,250602,48201250602
112664,Census Tract 2507.01; Harris County; Texas,48,201,250701,48201250701
113186,Census Tract 2507.02; Harris County; Texas,48,201,250702,48201250702
111397,Census Tract 2508.01; Harris County; Texas,48,201,250801,48201250801
131705,Census Tract 2508.02; Harris County; Texas,48,201,250802,48201250802
97010,Census Tract 2509.01; Harris County; Texas,48,201,250901,48201250901
203333,Census Tract 2509.02; Harris County; Texas,48,201,250902,48201250902
90594,Census Tract 2510; Harris County; Texas,48,201,251000,48201251000
100208,Census Tract 2511; Harris County; Texas,48,201,251100,48201251100
81017,Census Tract 2512; Harris County; Texas,48,201,251200,48201251200
131667,Census Tract 2513; Harris County; Texas,48,201,251300,48201251300
123673,Census Tract 2514.01; Harris County; Texas,48,201,251401,48201251401
58902,Census Tract 2514.02; Harris County; Texas,48,201,251402,48201251402
169831,Census Tract 2515.01; Harris County; Texas,48,201,251501,48201251501
137031,Census Tract 2515.03; Harris County; Texas,48,201,251503,48201251503
160326,Census Tract 2515.04; Harris County; Texas,48,201,251504,48201251504
152857,Census Tract 2515.05; Harris County; Texas,48,201,251505,48201251505
90539,Census Tract 2516; Harris County; Texas,48,201,251600,48201251600
63413,Census Tract 2517.01; Harris County; Texas,48,201,251701,48201251701
75219,Census Tract 2517.02; Harris County; Texas,48,201,251702,48201251702
76563,Census Tract 2518; Harris County; Texas,48,201,251800,48201251800
106906,Census Tract 2519.02; Harris County; Texas,48,201,251902,48201251902
103611,Census Tract 2519.03; Harris County; Texas,48,201,251903,48201251903
107078,Census Tract 2519.04; Harris County; Texas,48,201,251904,48201251904
96832,Census Tract 2520.01; Harris County; Texas,48,201,252001,48201252001
117734,Census Tract 2520.02; Harris County; Texas,48,201,252002,48201252002
164646,Census Tract 2520.03; Harris County; Texas,48,201,252003,48201252003
67303,Census Tract 2521; Harris County; Texas,48,201,252100,48201252100
71328,Census Tract 2522.01; Harris County; Texas,48,201,252201,48201252201
74068,Census Tract 2522.02; Harris County; Texas,48,201,252202,48201252202
89946,Census Tract 2523.03; Harris County; Texas,48,201,252303,48201252303
65582,Census Tract 2523.04; Harris County; Texas,48,201,252304,48201252304
107054,Census Tract 2523.05; Harris County; Texas,48,201,252305,48201252305
67518,Census Tract 2523.06; Harris County; Texas,48,201,252306,48201252306
62831,Census Tract 2524; Harris County; Texas,48,201,252400,48201252400
54158,Census Tract 2525; Harris County; Texas,48,201,252500,48201252500
41048,Census Tract 2526.01; Harris County; Texas,48,201,252601,48201252601
43734,Census Tract 2526.02; Harris County; Texas,48,201,252602,48201252602
70625,Census Tract 2527; Harris County; Texas,48,201,252700,48201252700
62273,Census Tract 2528; Harris County; Texas,48,201,252800,48201252800
46875,Census Tract 2529.01; Harris County; Texas,48,201,252901,48201252901
71474,Census Tract 2529.02; Harris County; Texas,48,201,252902,48201252902
53970,Census Tract 2530; Harris County; Texas,48,201,253000,48201253000
90766,Census Tract 2531.01; Harris County; Texas,48,201,253101,48201253101
97754,Census Tract 2531.02; Harris County; Texas,48,201,253102,48201253102
129611,Census Tract 2532.01; Harris County; Texas,48,201,253201,48201253201
70826,Census Tract 2532.02; Harris County; Texas,48,201,253202,48201253202
96205,Census Tract 2533; Harris County; Texas,48,201,253300,48201253300
66080,Census Tract 2535.01; Harris County; Texas,48,201,253501,48201253501
66489,Census Tract 2535.02; Harris County; Texas,48,201,253502,48201253502
91433,Census Tract 2536.01; Harris County; Texas,48,201,253601,48201253601
41701,Census Tract 2536.02; Harris County; Texas,48,201,253602,48201253602
64875,Census Tract 2537; Harris County; Texas,48,201,253700,48201253700
48804,Census Tract 2538; Harris County; Texas,48,201,253800,48201253800
64621,Census Tract 2539; Harris County; Texas,48,201,253900,48201253900
52636,Census Tract 2540; Harris County; Texas,48,201,254000,48201254000
59539,Census Tract 2541; Harris County; Texas,48,201,254100,48201254100
54375,Census Tract 2542; Harris County; Texas,48,201,254200,48201254200
51477,Census Tract 2543; Harris County; Texas,48,201,254300,48201254300
47704,Census Tract 2544; Harris County; Texas,48,201,254400,48201254400
59743,Census Tract 2546; Harris County; Texas,48,201,254600,48201254600
61250,Census Tract 2547; Harris County; Texas,48,201,254700,48201254700
44167,Census Tract 2548; Harris County; Texas,48,201,254800,48201254800
93898,Census Tract 3101.01; Harris County; Texas,48,201,310101,48201310101
86250,Census Tract 3101.02; Harris County; Texas,48,201,310102,48201310102
132488,Census Tract 3102; Harris County; Texas,48,201,310200,48201310200
37468,Census Tract 3103; Harris County; Texas,48,201,310300,48201310300
54230,Census Tract 3104; Harris County; Texas,48,201,310400,48201310400
40360,Census Tract 3105; Harris County; Texas,48,201,310500,48201310500
48750,Census Tract 3106; Harris County; Texas,48,201,310600,48201310600
57935,Census Tract 3107; Harris County; Texas,48,201,310700,48201310700
52654,Census Tract 3108; Harris County; Texas,48,201,310800,48201310800
44330,Census Tract 3109; Harris County; Texas,48,201,310900,48201310900
59896,Census Tract 3110.01; Harris County; Texas,48,201,311001,48201311001
65046,Census Tract 3110.02; Harris County; Texas,48,201,311002,48201311002
44006,Census Tract 3111; Harris County; Texas,48,201,311100,48201311100
64258,Census Tract 3112; Harris County; Texas,48,201,311200,48201311200
65702,Census Tract 3113; Harris County; Texas,48,201,311300,48201311300
42417,Census Tract 3114; Harris County; Texas,48,201,311400,48201311400
59875,Census Tract 3115.01; Harris County; Texas,48,201,311501,48201311501
50667,Census Tract 3115.02; Harris County; Texas,48,201,311502,48201311502
43958,Census Tract 3116; Harris County; Texas,48,201,311600,48201311600
63183,Census Tract 3117.01; Harris County; Texas,48,201,311701,48201311701
29265,Census Tract 3117.02; Harris County; Texas,48,201,311702,48201311702
45316,Census Tract 3118; Harris County; Texas,48,201,311800,48201311800
54375,Census Tract 3119; Harris County; Texas,48,201,311900,48201311900
62235,Census Tract 3120; Harris County; Texas,48,201,312000,48201312000
-666666666,Census Tract 3122; Harris County; Texas,48,201,312200,48201312200
77194,Census Tract 3123; Harris County; Texas,48,201,312300,48201312300
-666666666,Census Tract 3124; Harris County; Texas,48,201,312400,48201312400
158958,Census Tract 3125.01; Harris County; Texas,48,201,312501,48201312501
98147,Census Tract 3125.02; Harris County; Texas,48,201,312502,48201312502
82060,Census Tract 3126.01; Harris County; Texas,48,201,312601,48201312601
160592,Census Tract 3126.02; Harris County; Texas,48,201,312602,48201312602
75635,Census Tract 3126.03; Harris County; Texas,48,201,312603,48201312603
90000,Census Tract 3127; Harris County; Texas,48,201,312700,48201312700
14000,Census Tract 3128; Harris County; Texas,48,201,312800,48201312800
25764,Census Tract 3129.01; Harris County; Texas,48,201,312901,48201312901
36830,Census Tract 3129.02; Harris County; Texas,48,201,312902,48201312902
62927,Census Tract 3130; Harris County; Texas,48,201,313000,48201313000
99375,Census Tract 3131.01; Harris County; Texas,48,201,313101,48201313101
74635,Census Tract 3131.02; Harris County; Texas,48,201,313102,48201313102
70526,Census Tract 3132.01; Harris County; Texas,48,201,313201,48201313201
83250,Census Tract 3132.02; Harris County; Texas,48,201,313202,48201313202
33350,Census Tract 3133; Harris County; Texas,48,201,313300,48201313300
39382,Census Tract 3134; Harris County; Texas,48,201,313400,48201313400
28625,Census Tract 3135; Harris County; Texas,48,201,313500,48201313500
28961,Census Tract 3136; Harris County; Texas,48,201,313600,48201313600
47964,Census Tract 3137; Harris County; Texas,48,201,313700,48201313700
19821,Census Tract 3138.01; Harris County; Texas,48,201,313801,48201313801
45461,Census Tract 3138.02; Harris County; Texas,48,201,313802,48201313802
63950,Census Tract 3139.01; Harris County; Texas,48,201,313901,48201313901
62550,Census Tract 3139.02; Harris County; Texas,48,201,313902,48201313902
67969,Census Tract 3140.01; Harris County; Texas,48,201,314001,48201314001
53149,Census Tract 3140.03; Harris County; Texas,48,201,314003,48201314003
44737,Census Tract 3140.04; Harris County; Texas,48,201,314004,48201314004
45451,Census Tract 3140.05; Harris County; Texas,48,201,314005,48201314005
50266,Census Tract 3143.01; Harris County; Texas,48,201,314301,48201314301
41815,Census Tract 3143.02; Harris County; Texas,48,201,314302,48201314302
47284,Census Tract 3144.01; Harris County; Texas,48,201,314401,48201314401
77813,Census Tract 3144.02; Harris County; Texas,48,201,314402,48201314402
55893,Census Tract 3201; Harris County; Texas,48,201,320100,48201320100
41863,Census Tract 3202.01; Harris County; Texas,48,201,320201,48201320201
32563,Census Tract 3202.02; Harris County; Texas,48,201,320202,48201320202
68433,Census Tract 3205; Harris County; Texas,48,201,320500,48201320500
47632,Census Tract 3206.01; Harris County; Texas,48,201,320601,48201320601
47667,Census Tract 3206.02; Harris County; Texas,48,201,320602,48201320602
50321,Census Tract 3207; Harris County; Texas,48,201,320700,48201320700
41387,Census Tract 3208; Harris County; Texas,48,201,320800,48201320800
58357,Census Tract 3209.01; Harris County; Texas,48,201,320901,48201320901
91707,Census Tract 3209.02; Harris County; Texas,48,201,320902,48201320902
42107,Census Tract 3210.01; Harris County; Texas,48,201,321001,48201321001
59496,Census Tract 3210.02; Harris County; Texas,48,201,321002,48201321002
76731,Census Tract 3211.01; Harris County; Texas,48,201,321101,48201321101
71534,Census Tract 3211.02; Harris County; Texas,48,201,321102,48201321102
38256,Census Tract 3212; Harris County; Texas,48,201,321200,48201321200
31681,Census Tract 3213.01; Harris County; Texas,48,201,321301,48201321301
66156,Census Tract 3213.02; Harris County; Texas,48,201,321302,48201321302
51946,Census Tract 3214.01; Harris County; Texas,48,201,321401,48201321401
74254,Census Tract 3214.02; Harris County; Texas,48,201,321402,48201321402
41267,Census Tract 3215; Harris County; Texas,48,201,321500,48201321500
80821,Census Tract 3216; Harris County; Texas,48,201,321600,48201321600
73970,Census Tract 3217; Harris County; Texas,48,201,321700,48201321700
72984,Census Tract 3218; Harris County; Texas,48,201,321800,48201321800
63944,Census Tract 3219; Harris County; Texas,48,201,321900,48201321900
46510,Census Tract 3220; Harris County; Texas,48,201,322000,48201322000
55257,Census Tract 3221; Harris County; Texas,48,201,322100,48201322100
55857,Census Tract 3222; Harris County; Texas,48,201,322200,48201322200
71265,Census Tract 3226; Harris County; Texas,48,201,322600,48201322600
68744,Census Tract 3227.01; Harris County; Texas,48,201,322701,48201322701
83750,Census Tract 3227.02; Harris County; Texas,48,201,322702,48201322702
63244,Census Tract 3228; Harris County; Texas,48,201,322800,48201322800
53981,Census Tract 3229; Harris County; Texas,48,201,322900,48201322900
43546,Census Tract 3230; Harris County; Texas,48,201,323000,48201323000
46859,Census Tract 3231; Harris County; Texas,48,201,323100,48201323100
72629,Census Tract 3232; Harris County; Texas,48,201,323200,48201323200
27404,Census Tract 3233; Harris County; Texas,48,201,323300,48201323300
60362,Census Tract 3234; Harris County; Texas,48,201,323400,48201323400
41327,Census Tract 3235; Harris County; Texas,48,201,323500,48201323500
47472,Census Tract 3236.01; Harris County; Texas,48,201,323601,48201323601
81146,Census Tract 3236.02; Harris County; Texas,48,201,323602,48201323602
54020,Census Tract 3237.01; Harris County; Texas,48,201,323701,48201323701
62931,Census Tract 3237.02; Harris County; Texas,48,201,323702,48201323702
82097,Census Tract 3238.01; Harris County; Texas,48,201,323801,48201323801
50250,Census Tract 3238.02; Harris County; Texas,48,201,323802,48201323802
24008,Census Tract 3239; Harris County; Texas,48,201,323900,48201323900
82500,Census Tract 3240; Harris County; Texas,48,201,324000,48201324000
51384,Census Tract 3241.01; Harris County; Texas,48,201,324101,48201324101
-666666666,Census Tract 3241.02; Harris County; Texas,48,201,324102,48201324102
42895,Census Tract 3242; Harris County; Texas,48,201,324200,48201324200
71056,Census Tract 3301.01; Harris County; Texas,48,201,330101,48201330101
41938,Census Tract 3301.02; Harris County; Texas,48,201,330102,48201330102
53903,Census Tract 3302; Harris County; Texas,48,201,330200,48201330200
69421,Census Tract 3303.01; Harris County; Texas,48,201,330301,48201330301
58808,Census Tract 3303.02; Harris County; Texas,48,201,330302,48201330302
57679,Census Tract 3303.03; Harris County; Texas,48,201,330303,48201330303
46906,Census Tract 3304; Harris County; Texas,48,201,330400,48201330400
64954,Census Tract 3305; Harris County; Texas,48,201,330500,48201330500
62102,Census Tract 3306; Harris County; Texas,48,201,330600,48201330600
66130,Census Tract 3307; Harris County; Texas,48,201,330700,48201330700
71756,Census Tract 3308.01; Harris County; Texas,48,201,330801,48201330801
95125,Census Tract 3308.02; Harris County; Texas,48,201,330802,48201330802
75263,Census Tract 3309.01; Harris County; Texas,48,201,330901,48201330901
49613,Census Tract 3309.02; Harris County; Texas,48,201,330902,48201330902
53974,Census Tract 3311; Harris County; Texas,48,201,331100,48201331100
29650,Census Tract 3312; Harris County; Texas,48,201,331200,48201331200
49222,Census Tract 3313; Harris County; Texas,48,201,331300,48201331300
21580,Census Tract 3314; Harris County; Texas,48,201,331400,48201331400
73125,Census Tract 3315.01; Harris County; Texas,48,201,331501,48201331501
54703,Census Tract 3315.02; Harris County; Texas,48,201,331502,48201331502
61250,Census Tract 3316.02; Harris County; Texas,48,201,331602,48201331602
46563,Census Tract 3316.03; Harris County; Texas,48,201,331603,48201331603
36205,Census Tract 3316.04; Harris County; Texas,48,201,331604,48201331604
39167,Census Tract 3317; Harris County; Texas,48,201,331700,48201331700
41375,Census Tract 3318; Harris County; Texas,48,201,331800,48201331800
52926,Census Tract 3319; Harris County; Texas,48,201,331900,48201331900
28750,Census Tract 3320; Harris County; Texas,48,201,332000,48201332000
44077,Census Tract 3321; Harris County; Texas,48,201,332100,48201332100
28274,Census Tract 3322; Harris County; Texas,48,201,332200,48201332200
42847,Census Tract 3323; Harris County; Texas,48,201,332300,48201332300
48137,Census Tract 3324; Harris County; Texas,48,201,332400,48201332400
85595,Census Tract 3325; Harris County; Texas,48,201,332500,48201332500
45724,Census Tract 3326; Harris County; Texas,48,201,332600,48201332600
44868,Census Tract 3327; Harris County; Texas,48,201,332700,48201332700
40847,Census Tract 3328; Harris County; Texas,48,201,332800,48201332800
49125,Census Tract 3329; Harris County; Texas,48,201,332900,48201332900
64013,Census Tract 3330; Harris County; Texas,48,201,333000,48201333000
37688,Census Tract 3331; Harris County; Texas,48,201,333100,48201333100
43493,Census Tract 3332.01; Harris County; Texas,48,201,333201,48201333201
38695,Census Tract 3332.03; Harris County; Texas,48,201,333203,48201333203
29920,Census Tract 3332.04; Harris County; Texas,48,201,333204,48201333204
32950,Census Tract 3332.05; Harris County; Texas,48,201,333205,48201333205
40564,Census Tract 3333.01; Harris County; Texas,48,201,333301,48201333301
53830,Census Tract 3333.02; Harris County; Texas,48,201,333302,48201333302
38661,Census Tract 3335.01; Harris County; Texas,48,201,333501,48201333501
86250,Census Tract 3335.02; Harris County; Texas,48,201,333502,48201333502
81758,Census Tract 3336; Harris County; Texas,48,201,333600,48201333600
67862,Census Tract 3337; Harris County; Texas,48,201,333700,48201333700
50702,Census Tract 3338.01; Harris County; Texas,48,201,333801,48201333801
87636,Census Tract 3338.02; Harris County; Texas,48,201,333802,48201333802
96379,Census Tract 3339.03; Harris County; Texas,48,201,333903,48201333903
73669,Census Tract 3339.04; Harris County; Texas,48,201,333904,48201333904
64645,Census Tract 3339.05; Harris County; Texas,48,201,333905,48201333905
104850,Census Tract 3339.06; Harris County; Texas,48,201,333906,48201333906
44479,Census Tract 3340.01; Harris County; Texas,48,201,334001,48201334001
73857,Census Tract 3340.02; Harris County; Texas,48,201,334002,48201334002
69449,Census Tract 3340.03; Harris County; Texas,48,201,334003,48201334003
68670,Census Tract 3341.01; Harris County; Texas,48,201,334101,48201334101
70990,Census Tract 3341.02; Harris County; Texas,48,201,334102,48201334102
56619,Census Tract 3401.01; Harris County; Texas,48,201,340101,48201340101
85278,Census Tract 3401.02; Harris County; Texas,48,201,340102,48201340102
-666666666,Census Tract 3402.01; Harris County; Texas,48,201,340201,48201340201
167647,Census Tract 3402.02; Harris County; Texas,48,201,340202,48201340202
133547,Census Tract 3402.03; Harris County; Texas,48,201,340203,48201340203
204773,Census Tract 3403.01; Harris County; Texas,48,201,340301,48201340301
144127,Census Tract 3403.02; Harris County; Texas,48,201,340302,48201340302
150144,Census Tract 3404; Harris County; Texas,48,201,340400,48201340400
79375,Census Tract 3405.01; Harris County; Texas,48,201,340501,48201340501
54105,Census Tract 3405.02; Harris County; Texas,48,201,340502,48201340502
111058,Census Tract 3406; Harris County; Texas,48,201,340600,48201340600
72762,Census Tract 3407.01; Harris County; Texas,48,201,340701,48201340701
102868,Census Tract 3407.02; Harris County; Texas,48,201,340702,48201340702
142524,Census Tract 3408; Harris County; Texas,48,201,340800,48201340800
42523,Census Tract 3409; Harris County; Texas,48,201,340900,48201340900
59684,Census Tract 3410.01; Harris County; Texas,48,201,341001,48201341001
91188,Census Tract 3410.02; Harris County; Texas,48,201,341002,48201341002
61769,Census Tract 3411.01; Harris County; Texas,48,201,341101,48201341101
58750,Census Tract 3411.02; Harris County; Texas,48,201,341102,48201341102
64833,Census Tract 3412.01; Harris County; Texas,48,201,341201,48201341201
73692,Census Tract 3412.03; Harris County; Texas,48,201,341203,48201341203
74013,Census Tract 3412.04; Harris County; Texas,48,201,341204,48201341204
74803,Census Tract 3413.02; Harris County; Texas,48,201,341302,48201341302
58424,Census Tract 3413.03; Harris County; Texas,48,201,341303,48201341303
82955,Census Tract 3413.04; Harris County; Texas,48,201,341304,48201341304
143359,Census Tract 3414; Harris County; Texas,48,201,341400,48201341400
93045,Census Tract 3415.01; Harris County; Texas,48,201,341501,48201341501
106548,Census Tract 3415.02; Harris County; Texas,48,201,341502,48201341502
115793,Census Tract 3416; Harris County; Texas,48,201,341600,48201341600
75208,Census Tract 3417; Harris County; Texas,48,201,341700,48201341700
101438,Census Tract 3418; Harris County; Texas,48,201,341800,48201341800
142332,Census Tract 3420.01; Harris County; Texas,48,201,342001,48201342001
98906,Census Tract 3420.02; Harris County; Texas,48,201,342002,48201342002
86905,Census Tract 3421; Harris County; Texas,48,201,342100,48201342100
49786,Census Tract 3422; Harris County; Texas,48,201,342200,48201342200
59891,Census Tract 3423; Harris County; Texas,48,201,342300,48201342300
76488,Census Tract 3424; Harris County; Texas,48,201,342400,48201342400
93443,Census Tract 3425; Harris County; Texas,48,201,342500,48201342500
82689,Census Tract 3427; Harris County; Texas,48,201,342700,48201342700
123994,Census Tract 3428.01; Harris County; Texas,48,201,342801,48201342801
126806,Census Tract 3428.02; Harris County; Texas,48,201,342802,48201342802
97842,Census Tract 3429; Harris County; Texas,48,201,342900,48201342900
54201,Census Tract 3430; Harris County; Texas,48,201,343000,48201343000
99435,Census Tract 3431; Harris County; Texas,48,201,343100,48201343100
137852,Census Tract 3432; Harris County; Texas,48,201,343200,48201343200
94470,Census Tract 3433.01; Harris County; Texas,48,201,343301,48201343301
97945,Census Tract 3433.02; Harris County; Texas,48,201,343302,48201343302
-666666666,Census Tract 3436.01; Harris County; Texas,48,201,343601,48201343601
73611,Census Tract 3436.02; Harris County; Texas,48,201,343602,48201343602
63679,Census Tract 3437; Harris County; Texas,48,201,343700,48201343700
-666666666,Census Tract 3501.01; Harris County; Texas,48,201,350101,48201350101
128750,Census Tract 3501.02; Harris County; Texas,48,201,350102,48201350102
127753,Census Tract 3501.03; Harris County; Texas,48,201,350103,48201350103
94000,Census Tract 3501.04; Harris County; Texas,48,201,350104,48201350104
74619,Census Tract 3502.01; Harris County; Texas,48,201,350201,48201350201
81964,Census Tract 3502.02; Harris County; Texas,48,201,350202,48201350202
110893,Census Tract 3503; Harris County; Texas,48,201,350300,48201350300
85260,Census Tract 3504; Harris County; Texas,48,201,350400,48201350400
79971,Census Tract 3505; Harris County; Texas,48,201,350500,48201350500
90972,Census Tract 3506.01; Harris County; Texas,48,201,350601,48201350601
107473,Census Tract 3506.03; Harris County; Texas,48,201,350603,48201350603
105726,Census Tract 3506.04; Harris County; Texas,48,201,350604,48201350604
102386,Census Tract 3507; Harris County; Texas,48,201,350700,48201350700
68309,Census Tract 3508.01; Harris County; Texas,48,201,350801,48201350801
56845,Census Tract 3508.03; Harris County; Texas,48,201,350803,48201350803
149980,Census Tract 3508.04; Harris County; Texas,48,201,350804,48201350804
75750,Census Tract 4101.01; Harris County; Texas,48,201,410101,48201410101
62276,Census Tract 4101.02; Harris County; Texas,48,201,410102,48201410102
97844,Census Tract 4102.01; Harris County; Texas,48,201,410201,48201410201
133117,Census Tract 4102.02; Harris County; Texas,48,201,410202,48201410202
102889,Census Tract 4103; Harris County; Texas,48,201,410300,48201410300
135917,Census Tract 4104.01; Harris County; Texas,48,201,410401,48201410401
168015,Census Tract 4104.02; Harris County; Texas,48,201,410402,48201410402
130480,Census Tract 4105.01; Harris County; Texas,48,201,410501,48201410501
142597,Census Tract 4105.02; Harris County; Texas,48,201,410502,48201410502
96138,Census Tract 4106.01; Harris County; Texas,48,201,410601,48201410601
95199,Census Tract 4106.02; Harris County; Texas,48,201,410602,48201410602
80227,Census Tract 4107.03; Harris County; Texas,48,201,410703,48201410703
71190,Census Tract 4107.04; Harris County; Texas,48,201,410704,48201410704
-666666666,Census Tract 4107.05; Harris County; Texas,48,201,410705,48201410705
69277,Census Tract 4107.06; Harris County; Texas,48,201,410706,48201410706
95298,Census Tract 4108.01; Harris County; Texas,48,201,410801,48201410801
112143,Census Tract 4108.02; Harris County; Texas,48,201,410802,48201410802
105463,Census Tract 4109; Harris County; Texas,48,201,410900,48201410900
122569,Census Tract 4110.01; Harris County; Texas,48,201,411001,48201411001
97951,Census Tract 4110.02; Harris County; Texas,48,201,411002,48201411002
102895,Census Tract 4110.03; Harris County; Texas,48,201,411003,48201411003
169844,Census Tract 4111; Harris County; Texas,48,201,411100,48201411100
250001,Census Tract 4112; Harris County; Texas,48,201,411200,48201411200
118206,Census Tract 4113.01; Harris County; Texas,48,201,411301,48201411301
90183,Census Tract 4113.02; Harris County; Texas,48,201,411302,48201411302
250001,Census Tract 4114; Harris County; Texas,48,201,411400,48201411400
118942,Census Tract 4115.03; Harris County; Texas,48,201,411503,48201411503
117228,Census Tract 4115.04; Harris County; Texas,48,201,411504,48201411504
99617,Census Tract 4115.05; Harris County; Texas,48,201,411505,48201411505
127710,Census Tract 4115.06; Harris County; Texas,48,201,411506,48201411506
82560,Census Tract 4115.07; Harris County; Texas,48,201,411507,48201411507
124281,Census Tract 4116; Harris County; Texas,48,201,411600,48201411600
87431,Census Tract 4117; Harris County; Texas,48,201,411700,48201411700
119267,Census Tract 4118.01; Harris County; Texas,48,201,411801,48201411801
84500,Census Tract 4118.02; Harris County; Texas,48,201,411802,48201411802
250001,Census Tract 4119.01; Harris County; Texas,48,201,411901,48201411901
113289,Census Tract 4119.02; Harris County; Texas,48,201,411902,48201411902
217955,Census Tract 4120; Harris County; Texas,48,201,412000,48201412000
155855,Census Tract 4122.01; Harris County; Texas,48,201,412201,48201412201
155917,Census Tract 4122.02; Harris County; Texas,48,201,412202,48201412202
250001,Census Tract 4123; Harris County; Texas,48,201,412300,48201412300
250001,Census Tract 4124; Harris County; Texas,48,201,412400,48201412400
193021,Census Tract 4125; Harris County; Texas,48,201,412500,48201412500
250001,Census Tract 4126; Harris County; Texas,48,201,412600,48201412600
157500,Census Tract 4127; Harris County; Texas,48,201,412700,48201412700
250001,Census Tract 4128; Harris County; Texas,48,201,412800,48201412800
87873,Census Tract 4129.01; Harris County; Texas,48,201,412901,48201412901
70991,Census Tract 4129.02; Harris County; Texas,48,201,412902,48201412902
101518,Census Tract 4130; Harris County; Texas,48,201,413000,48201413000
250001,Census Tract 4131; Harris County; Texas,48,201,413100,48201413100
61852,Census Tract 4132.03; Harris County; Texas,48,201,413203,48201413203
68194,Census Tract 4132.04; Harris County; Texas,48,201,413204,48201413204
63046,Census Tract 4132.05; Harris County; Texas,48,201,413205,48201413205
74625,Census Tract 4132.06; Harris County; Texas,48,201,413206,48201413206
75250,Census Tract 4133.01; Harris County; Texas,48,201,413301,48201413301
128056,Census Tract 4133.02; Harris County; Texas,48,201,413302,48201413302
55140,Census Tract 4201; Harris County; Texas,48,201,420100,48201420100
64477,Census Tract 4202; Harris County; Texas,48,201,420200,48201420200
100013,Census Tract 4203; Harris County; Texas,48,201,420300,48201420300
94038,Census Tract 4204; Harris County; Texas,48,201,420400,48201420400
49547,Census Tract 4205; Harris County; Texas,48,201,420500,48201420500
92279,Census Tract 4206; Harris County; Texas,48,201,420600,48201420600
205833,Census Tract 4207; Harris County; Texas,48,201,420700,48201420700
250001,Census Tract 4208; Harris County; Texas,48,201,420800,48201420800
218587,Census Tract 4209; Harris County; Texas,48,201,420900,48201420900
158884,Census Tract 4210; Harris County; Texas,48,201,421000,48201421000
57959,Census Tract 4211.01; Harris County; Texas,48,201,421101,48201421101
39907,Census Tract 4211.03; Harris County; Texas,48,201,421103,48201421103
42959,Census Tract 4211.04; Harris County; Texas,48,201,421104,48201421104
40934,Census Tract 4212.03; Harris County; Texas,48,201,421203,48201421203
41965,Census Tract 4212.04; Harris County; Texas,48,201,421204,48201421204
33906,Census Tract 4212.05; Harris County; Texas,48,201,421205,48201421205
29875,Census Tract 4212.06; Harris County; Texas,48,201,421206,48201421206
40929,Census Tract 4213.01; Harris County; Texas,48,201,421301,48201421301
54679,Census Tract 4213.02; Harris County; Texas,48,201,421302,48201421302
40025,Census Tract 4214.01; Harris County; Texas,48,201,421401,48201421401
34836,Census Tract 4214.02; Harris County; Texas,48,201,421402,48201421402
32215,Census Tract 4214.03; Harris County; Texas,48,201,421403,48201421403
35490,Census Tract 4215.01; Harris County; Texas,48,201,421501,48201421501
47316,Census Tract 4215.02; Harris County; Texas,48,201,421502,48201421502
34648,Census Tract 4216.01; Harris County; Texas,48,201,421601,48201421601
44146,Census Tract 4216.02; Harris County; Texas,48,201,421602,48201421602
79402,Census Tract 4217; Harris County; Texas,48,201,421700,48201421700
41588,Census Tract 4218.01; Harris County; Texas,48,201,421801,48201421801
104583,Census Tract 4218.02; Harris County; Texas,48,201,421802,48201421802
180200,Census Tract 4219; Harris County; Texas,48,201,421900,48201421900
125281,Census Tract 4220; Harris County; Texas,48,201,422000,48201422000
99199,Census Tract 4221; Harris County; Texas,48,201,422100,48201422100
30518,Census Tract 4222; Harris County; Texas,48,201,422200,48201422200
84861,Census Tract 4223.02; Harris County; Texas,48,201,422302,48201422302
